Feature,Coefficient,Compartment,Feature_Type,Measurement,Channel,Rank
Cytoplasm_RadialDistribution_FracAtD_Mitochondria_3of4,0.0,Cytoplasm,RadialDistribution,FracAtD,Mitochondria,225
Nuclei_Intensity_MaxIntensityEdge_ER,0.0,Nuclei,Intensity,MaxIntensityEdge,ER,226
Nuclei_RadialDistribution_ZernikeMagnitude_ER_5_1,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,ER,227
Nuclei_Neighbors_AngleBetweenNeighbors_Adjacent,0.0,Nuclei,Neighbors,AngleBetweenNeighbors,Adjacent,228
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_5_3,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,229
Cytoplasm_RadialDistribution_RadialCV_Actin_3of4,0.0,Cytoplasm,RadialDistribution,RadialCV,Actin,230
Cells_Intensity_IntegratedIntensityEdge_ER,0.0,Cells,Intensity,IntegratedIntensityEdge,ER,231
Cells_AreaShape_Zernike_9_1,0.0,Cells,AreaShape,Zernike,9,232
Cytoplasm_Texture_SumVariance_PM_3_03_256,0.0,Cytoplasm,Texture,SumVariance,PM,233
Cells_RadialDistribution_ZernikeMagnitude_PM_9_7,0.0,Cells,RadialDistribution,ZernikeMagnitude,PM,234
Cytoplasm_RadialDistribution_FracAtD_PM_4of4,0.0,Cytoplasm,RadialDistribution,FracAtD,PM,235
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_9_3,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,236
Nuclei_RadialDistribution_ZernikeMagnitude_ER_8_0,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,ER,237
Nuclei_RadialDistribution_RadialCV_Hoechst_1of4,0.0,Nuclei,RadialDistribution,RadialCV,Hoechst,238
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_8_6,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,239
Nuclei_Intensity_IntegratedIntensity_Mitochondria,0.0,Nuclei,Intensity,IntegratedIntensity,Mitochondria,240
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_5_3,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,241
Cytoplasm_RadialDistribution_FracAtD_Actin_4of4,0.0,Cytoplasm,RadialDistribution,FracAtD,Actin,242
Cytoplasm_Texture_InfoMeas1_ER_3_01_256,0.0,Cytoplasm,Texture,InfoMeas1,ER,243
Nuclei_RadialDistribution_ZernikeMagnitude_ER_5_3,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,ER,244
Cytoplasm_RadialDistribution_MeanFrac_ER_3of4,0.0,Cytoplasm,RadialDistribution,MeanFrac,ER,245
Cells_RadialDistribution_FracAtD_Actin_1of4,0.0,Cells,RadialDistribution,FracAtD,Actin,246
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_8_0,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,247
Cells_RadialDistribution_FracAtD_Mitochondria_2of4,0.0,Cells,RadialDistribution,FracAtD,Mitochondria,248
Nuclei_Intensity_StdIntensity_PM,0.0,Nuclei,Intensity,StdIntensity,PM,249
Cells_RadialDistribution_ZernikeMagnitude_PM_7_3,0.0,Cells,RadialDistribution,ZernikeMagnitude,PM,250
Cytoplasm_RadialDistribution_ZernikeMagnitude_Mitochondria_6_4,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Mitochondria,251
Cytoplasm_Texture_DifferenceEntropy_ER_3_03_256,0.0,Cytoplasm,Texture,DifferenceEntropy,ER,252
Cytoplasm_Texture_Correlation_PM_3_01_256,0.0,Cytoplasm,Texture,Correlation,PM,253
Cells_AreaShape_Zernike_6_6,0.0,Cells,AreaShape,Zernike,6,254
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_7_7,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,255
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_9_9,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,256
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_8_2,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,257
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_4_4,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,258
Cytoplasm_RadialDistribution_RadialCV_ER_4of4,0.0,Cytoplasm,RadialDistribution,RadialCV,ER,259
Nuclei_Texture_SumVariance_Actin_3_01_256,0.0,Nuclei,Texture,SumVariance,Actin,260
Nuclei_Intensity_MaxIntensityEdge_Mitochondria,0.0,Nuclei,Intensity,MaxIntensityEdge,Mitochondria,261
Nuclei_RadialDistribution_FracAtD_Hoechst_4of4,0.0,Nuclei,RadialDistribution,FracAtD,Hoechst,262
Cytoplasm_AreaShape_Zernike_8_2,0.0,Cytoplasm,AreaShape,Zernike,8,263
Cytoplasm_RadialDistribution_ZernikeMagnitude_Mitochondria_9_3,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Mitochondria,264
Cytoplasm_RadialDistribution_ZernikeMagnitude_Mitochondria_8_6,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Mitochondria,265
Nuclei_Intensity_IntegratedIntensityEdge_ER,0.0,Nuclei,Intensity,IntegratedIntensityEdge,ER,266
Cytoplasm_Texture_DifferenceEntropy_ER_3_00_256,0.0,Cytoplasm,Texture,DifferenceEntropy,ER,267
Nuclei_RadialDistribution_ZernikeMagnitude_ER_4_2,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,ER,268
Cells_RadialDistribution_ZernikeMagnitude_Actin_9_3,0.0,Cells,RadialDistribution,ZernikeMagnitude,Actin,269
Cells_RadialDistribution_ZernikeMagnitude_ER_9_3,0.0,Cells,RadialDistribution,ZernikeMagnitude,ER,270
Cytoplasm_RadialDistribution_ZernikeMagnitude_ER_9_5,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,ER,271
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_6_6,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,272
Cytoplasm_RadialDistribution_ZernikeMagnitude_ER_4_2,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,ER,273
Cells_AreaShape_Zernike_1_1,0.0,Cells,AreaShape,Zernike,1,274
Nuclei_Neighbors_FirstClosestDistance_Adjacent,0.0,Nuclei,Neighbors,FirstClosestDistance,Adjacent,275
Cytoplasm_RadialDistribution_RadialCV_Mitochondria_3of4,0.0,Cytoplasm,RadialDistribution,RadialCV,Mitochondria,276
Cells_RadialDistribution_ZernikeMagnitude_Mitochondria_9_7,0.0,Cells,RadialDistribution,ZernikeMagnitude,Mitochondria,277
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_9_1,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,278
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_8_2,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,279
Nuclei_AreaShape_Zernike_5_5,0.0,Nuclei,AreaShape,Zernike,5,280
Cytoplasm_RadialDistribution_MeanFrac_ER_2of4,0.0,Cytoplasm,RadialDistribution,MeanFrac,ER,281
Cytoplasm_RadialDistribution_ZernikeMagnitude_Actin_8_2,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Actin,282
Cytoplasm_RadialDistribution_RadialCV_PM_3of4,0.0,Cytoplasm,RadialDistribution,RadialCV,PM,283
Cells_RadialDistribution_ZernikeMagnitude_Actin_2_2,0.0,Cells,RadialDistribution,ZernikeMagnitude,Actin,284
Cytoplasm_RadialDistribution_ZernikeMagnitude_PM_8_4,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,PM,285
Nuclei_Texture_InfoMeas2_Mitochondria_3_02_256,0.0,Nuclei,Texture,InfoMeas2,Mitochondria,286
Cytoplasm_RadialDistribution_MeanFrac_Hoechst_2of4,0.0,Cytoplasm,RadialDistribution,MeanFrac,Hoechst,287
Nuclei_Intensity_MassDisplacement_PM,0.0,Nuclei,Intensity,MassDisplacement,PM,288
Nuclei_RadialDistribution_ZernikeMagnitude_PM_7_7,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,PM,289
Cells_Texture_InfoMeas1_Hoechst_3_03_256,0.0,Cells,Texture,InfoMeas1,Hoechst,290
Nuclei_Texture_AngularSecondMoment_Hoechst_3_01_256,0.0,Nuclei,Texture,AngularSecondMoment,Hoechst,291
Nuclei_Texture_Entropy_ER_3_01_256,0.0,Nuclei,Texture,Entropy,ER,292
Cytoplasm_RadialDistribution_MeanFrac_Actin_1of4,0.0,Cytoplasm,RadialDistribution,MeanFrac,Actin,293
Nuclei_RadialDistribution_MeanFrac_Hoechst_1of4,0.0,Nuclei,RadialDistribution,MeanFrac,Hoechst,294
Cytoplasm_RadialDistribution_ZernikeMagnitude_PM_8_2,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,PM,295
Cytoplasm_Texture_InfoMeas2_Hoechst_3_01_256,0.0,Cytoplasm,Texture,InfoMeas2,Hoechst,296
Nuclei_Texture_InfoMeas1_Mitochondria_3_01_256,0.0,Nuclei,Texture,InfoMeas1,Mitochondria,297
Cytoplasm_Texture_InfoMeas2_ER_3_02_256,0.0,Cytoplasm,Texture,InfoMeas2,ER,298
Nuclei_AreaShape_Zernike_9_1,0.0,Nuclei,AreaShape,Zernike,9,299
Cytoplasm_RadialDistribution_ZernikeMagnitude_Hoechst_5_1,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Hoechst,300
Cytoplasm_Intensity_MaxIntensity_Mitochondria,0.0,Cytoplasm,Intensity,MaxIntensity,Mitochondria,301
Cytoplasm_RadialDistribution_ZernikeMagnitude_Mitochondria_4_4,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Mitochondria,302
Cells_RadialDistribution_ZernikeMagnitude_PM_8_8,0.0,Cells,RadialDistribution,ZernikeMagnitude,PM,303
Nuclei_Intensity_MADIntensity_PM,0.0,Nuclei,Intensity,MADIntensity,PM,304
Cells_AreaShape_Zernike_5_1,0.0,Cells,AreaShape,Zernike,5,305
Cells_Intensity_IntegratedIntensity_Hoechst,0.0,Cells,Intensity,IntegratedIntensity,Hoechst,306
Nuclei_RadialDistribution_ZernikeMagnitude_ER_7_7,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,ER,307
Cells_RadialDistribution_RadialCV_ER_4of4,0.0,Cells,RadialDistribution,RadialCV,ER,308
Cells_RadialDistribution_RadialCV_ER_2of4,0.0,Cells,RadialDistribution,RadialCV,ER,309
Cytoplasm_Texture_InfoMeas2_ER_3_00_256,0.0,Cytoplasm,Texture,InfoMeas2,ER,310
Nuclei_Intensity_IntegratedIntensityEdge_Mitochondria,0.0,Nuclei,Intensity,IntegratedIntensityEdge,Mitochondria,311
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_8_4,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,312
Cytoplasm_RadialDistribution_FracAtD_Hoechst_4of4,0.0,Cytoplasm,RadialDistribution,FracAtD,Hoechst,313
Nuclei_RadialDistribution_ZernikeMagnitude_PM_6_4,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,PM,314
Cells_RadialDistribution_ZernikeMagnitude_Actin_6_4,0.0,Cells,RadialDistribution,ZernikeMagnitude,Actin,315
Cytoplasm_RadialDistribution_ZernikeMagnitude_Actin_6_0,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Actin,316
Nuclei_RadialDistribution_ZernikeMagnitude_PM_3_3,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,PM,317
Cytoplasm_Texture_DifferenceEntropy_Actin_3_02_256,0.0,Cytoplasm,Texture,DifferenceEntropy,Actin,318
Cytoplasm_RadialDistribution_ZernikeMagnitude_Mitochondria_3_1,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Mitochondria,319
Cells_RadialDistribution_FracAtD_Hoechst_2of4,0.0,Cells,RadialDistribution,FracAtD,Hoechst,320
Nuclei_RadialDistribution_MeanFrac_PM_2of4,0.0,Nuclei,RadialDistribution,MeanFrac,PM,321
Cells_Correlation_RWC_Actin_ER,0.0,Cells,Correlation,RWC,Actin,322
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_9_3,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,323
Nuclei_Intensity_IntegratedIntensityEdge_Hoechst,0.0,Nuclei,Intensity,IntegratedIntensityEdge,Hoechst,324
Cytoplasm_RadialDistribution_FracAtD_PM_1of4,0.0,Cytoplasm,RadialDistribution,FracAtD,PM,325
Cytoplasm_AreaShape_Orientation,0.0,Cytoplasm,AreaShape,Orientation,,326
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_9_7,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,327
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_5_1,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,328
Nuclei_RadialDistribution_RadialCV_Hoechst_4of4,0.0,Nuclei,RadialDistribution,RadialCV,Hoechst,329
Cells_RadialDistribution_MeanFrac_ER_3of4,0.0,Cells,RadialDistribution,MeanFrac,ER,330
Cells_RadialDistribution_ZernikeMagnitude_PM_9_3,0.0,Cells,RadialDistribution,ZernikeMagnitude,PM,331
Cytoplasm_AreaShape_Zernike_9_3,0.0,Cytoplasm,AreaShape,Zernike,9,332
Cytoplasm_Texture_InfoMeas1_Mitochondria_3_02_256,0.0,Cytoplasm,Texture,InfoMeas1,Mitochondria,333
Cells_RadialDistribution_ZernikeMagnitude_ER_9_1,0.0,Cells,RadialDistribution,ZernikeMagnitude,ER,334
Cytoplasm_RadialDistribution_FracAtD_PM_2of4,0.0,Cytoplasm,RadialDistribution,FracAtD,PM,335
Nuclei_RadialDistribution_ZernikeMagnitude_ER_3_3,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,ER,336
Cytoplasm_RadialDistribution_ZernikeMagnitude_Hoechst_9_5,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Hoechst,337
Cytoplasm_Correlation_RWC_ER_Mitochondria,0.0,Cytoplasm,Correlation,RWC,ER,338
Nuclei_RadialDistribution_ZernikeMagnitude_ER_3_1,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,ER,339
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_6_2,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,340
Cytoplasm_RadialDistribution_ZernikeMagnitude_Actin_2_0,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Actin,341
Nuclei_Texture_Correlation_Hoechst_3_00_256,0.0,Nuclei,Texture,Correlation,Hoechst,342
Cells_Correlation_Correlation_Actin_PM,0.0,Cells,Correlation,Correlation,Actin,343
Cytoplasm_Intensity_MassDisplacement_Hoechst,0.0,Cytoplasm,Intensity,MassDisplacement,Hoechst,344
Cytoplasm_Correlation_Manders_PM_Mitochondria,0.0,Cytoplasm,Correlation,Manders,PM,345
Nuclei_AreaShape_Zernike_6_0,0.0,Nuclei,AreaShape,Zernike,6,346
Nuclei_RadialDistribution_ZernikeMagnitude_PM_1_1,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,PM,347
Cells_RadialDistribution_ZernikeMagnitude_Mitochondria_9_3,0.0,Cells,RadialDistribution,ZernikeMagnitude,Mitochondria,348
Cells_Intensity_StdIntensityEdge_PM,0.0,Cells,Intensity,StdIntensityEdge,PM,349
Nuclei_Intensity_IntegratedIntensity_ER,0.0,Nuclei,Intensity,IntegratedIntensity,ER,350
Nuclei_Texture_InverseDifferenceMoment_PM_3_00_256,0.0,Nuclei,Texture,InverseDifferenceMoment,PM,351
Cytoplasm_RadialDistribution_ZernikeMagnitude_Hoechst_8_2,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Hoechst,352
Nuclei_Texture_Contrast_Actin_3_00_256,0.0,Nuclei,Texture,Contrast,Actin,353
Nuclei_Texture_Contrast_PM_3_03_256,0.0,Nuclei,Texture,Contrast,PM,354
Cytoplasm_Intensity_MADIntensity_Mitochondria,0.0,Cytoplasm,Intensity,MADIntensity,Mitochondria,355
Nuclei_AreaShape_Zernike_6_2,0.0,Nuclei,AreaShape,Zernike,6,356
Cells_Neighbors_FirstClosestDistance_Adjacent,0.0,Cells,Neighbors,FirstClosestDistance,Adjacent,357
Nuclei_Texture_InfoMeas1_PM_3_00_256,0.0,Nuclei,Texture,InfoMeas1,PM,358
Cytoplasm_Correlation_RWC_Mitochondria_ER,0.0,Cytoplasm,Correlation,RWC,Mitochondria,359
Nuclei_RadialDistribution_MeanFrac_Actin_4of4,0.0,Nuclei,RadialDistribution,MeanFrac,Actin,360
Cells_RadialDistribution_ZernikeMagnitude_Actin_7_1,0.0,Cells,RadialDistribution,ZernikeMagnitude,Actin,361
Cytoplasm_RadialDistribution_FracAtD_Actin_3of4,0.0,Cytoplasm,RadialDistribution,FracAtD,Actin,362
Nuclei_RadialDistribution_MeanFrac_Mitochondria_3of4,0.0,Nuclei,RadialDistribution,MeanFrac,Mitochondria,363
Nuclei_RadialDistribution_ZernikeMagnitude_ER_8_2,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,ER,364
Cytoplasm_RadialDistribution_ZernikeMagnitude_Hoechst_7_3,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Hoechst,365
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_6_0,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,366
Nuclei_Correlation_RWC_PM_Hoechst,0.0,Nuclei,Correlation,RWC,PM,367
Cytoplasm_Texture_InfoMeas1_Mitochondria_3_03_256,0.0,Cytoplasm,Texture,InfoMeas1,Mitochondria,368
Cytoplasm_RadialDistribution_ZernikeMagnitude_Mitochondria_7_1,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Mitochondria,369
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_3_3,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,370
Cells_Correlation_Correlation_Actin_Hoechst,0.0,Cells,Correlation,Correlation,Actin,371
Nuclei_Texture_Contrast_PM_3_01_256,0.0,Nuclei,Texture,Contrast,PM,372
Cytoplasm_Texture_DifferenceEntropy_Actin_3_03_256,0.0,Cytoplasm,Texture,DifferenceEntropy,Actin,373
Cytoplasm_RadialDistribution_FracAtD_ER_4of4,0.0,Cytoplasm,RadialDistribution,FracAtD,ER,374
Cytoplasm_RadialDistribution_ZernikeMagnitude_ER_8_0,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,ER,375
Cytoplasm_RadialDistribution_ZernikeMagnitude_Mitochondria_8_0,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Mitochondria,376
Nuclei_RadialDistribution_ZernikeMagnitude_ER_8_8,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,ER,377
Cytoplasm_RadialDistribution_ZernikeMagnitude_Hoechst_7_1,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Hoechst,378
Nuclei_Correlation_Overlap_ER_Hoechst,0.0,Nuclei,Correlation,Overlap,ER,379
Cytoplasm_Texture_InfoMeas2_Mitochondria_3_03_256,0.0,Cytoplasm,Texture,InfoMeas2,Mitochondria,380
Nuclei_RadialDistribution_ZernikeMagnitude_ER_7_3,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,ER,381
Cytoplasm_Texture_DifferenceEntropy_ER_3_02_256,0.0,Cytoplasm,Texture,DifferenceEntropy,ER,382
Cytoplasm_RadialDistribution_MeanFrac_Mitochondria_2of4,0.0,Cytoplasm,RadialDistribution,MeanFrac,Mitochondria,383
Cytoplasm_RadialDistribution_FracAtD_Hoechst_1of4,0.0,Cytoplasm,RadialDistribution,FracAtD,Hoechst,384
Cells_RadialDistribution_MeanFrac_Hoechst_4of4,0.0,Cells,RadialDistribution,MeanFrac,Hoechst,385
Cytoplasm_RadialDistribution_ZernikeMagnitude_Mitochondria_2_2,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Mitochondria,386
Cytoplasm_Texture_Correlation_ER_3_01_256,0.0,Cytoplasm,Texture,Correlation,ER,387
Nuclei_RadialDistribution_ZernikeMagnitude_ER_6_4,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,ER,388
Nuclei_AreaShape_Zernike_8_2,0.0,Nuclei,AreaShape,Zernike,8,389
Nuclei_Texture_Correlation_Actin_3_03_256,0.0,Nuclei,Texture,Correlation,Actin,390
Cells_RadialDistribution_ZernikeMagnitude_Mitochondria_7_1,0.0,Cells,RadialDistribution,ZernikeMagnitude,Mitochondria,391
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_3_1,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,392
Cells_RadialDistribution_ZernikeMagnitude_PM_4_0,0.0,Cells,RadialDistribution,ZernikeMagnitude,PM,393
Nuclei_Texture_InfoMeas1_ER_3_01_256,0.0,Nuclei,Texture,InfoMeas1,ER,394
Nuclei_RadialDistribution_FracAtD_PM_2of4,0.0,Nuclei,RadialDistribution,FracAtD,PM,395
Nuclei_RadialDistribution_MeanFrac_Actin_1of4,0.0,Nuclei,RadialDistribution,MeanFrac,Actin,396
Nuclei_AreaShape_Zernike_8_8,0.0,Nuclei,AreaShape,Zernike,8,397
Nuclei_Intensity_MADIntensity_Actin,0.0,Nuclei,Intensity,MADIntensity,Actin,398
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_1_1,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,399
Nuclei_RadialDistribution_ZernikeMagnitude_ER_1_1,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,ER,400
Cells_AreaShape_Zernike_8_8,0.0,Cells,AreaShape,Zernike,8,401
Cells_RadialDistribution_MeanFrac_PM_1of4,0.0,Cells,RadialDistribution,MeanFrac,PM,402
Cells_AreaShape_Zernike_7_1,0.0,Cells,AreaShape,Zernike,7,403
Nuclei_Correlation_Overlap_Actin_PM,0.0,Nuclei,Correlation,Overlap,Actin,404
Nuclei_RadialDistribution_ZernikeMagnitude_ER_8_4,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,ER,405
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_7_1,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,406
Cytoplasm_RadialDistribution_ZernikeMagnitude_PM_9_5,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,PM,407
Cells_RadialDistribution_ZernikeMagnitude_PM_9_9,0.0,Cells,RadialDistribution,ZernikeMagnitude,PM,408
Cytoplasm_AreaShape_Zernike_7_3,0.0,Cytoplasm,AreaShape,Zernike,7,409
Cytoplasm_AreaShape_Zernike_3_1,0.0,Cytoplasm,AreaShape,Zernike,3,410
Cytoplasm_Intensity_MassDisplacement_Actin,0.0,Cytoplasm,Intensity,MassDisplacement,Actin,411
Cytoplasm_RadialDistribution_RadialCV_Hoechst_3of4,0.0,Cytoplasm,RadialDistribution,RadialCV,Hoechst,412
Nuclei_Intensity_MassDisplacement_Actin,0.0,Nuclei,Intensity,MassDisplacement,Actin,413
Nuclei_AreaShape_Zernike_7_5,0.0,Nuclei,AreaShape,Zernike,7,414
Cytoplasm_Texture_InfoMeas1_ER_3_02_256,0.0,Cytoplasm,Texture,InfoMeas1,ER,415
Cytoplasm_RadialDistribution_ZernikeMagnitude_PM_3_1,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,PM,416
Cells_Texture_Correlation_Hoechst_3_01_256,0.0,Cells,Texture,Correlation,Hoechst,417
Cells_RadialDistribution_RadialCV_Hoechst_1of4,0.0,Cells,RadialDistribution,RadialCV,Hoechst,418
Cells_Intensity_StdIntensity_Hoechst,0.0,Cells,Intensity,StdIntensity,Hoechst,419
Cytoplasm_Correlation_RWC_ER_PM,0.0,Cytoplasm,Correlation,RWC,ER,420
Cells_RadialDistribution_MeanFrac_Mitochondria_4of4,0.0,Cells,RadialDistribution,MeanFrac,Mitochondria,421
Cells_RadialDistribution_ZernikeMagnitude_Mitochondria_6_0,0.0,Cells,RadialDistribution,ZernikeMagnitude,Mitochondria,422
Cytoplasm_Texture_DifferenceEntropy_Hoechst_3_03_256,0.0,Cytoplasm,Texture,DifferenceEntropy,Hoechst,423
Nuclei_Correlation_K_Mitochondria_PM,0.0,Nuclei,Correlation,K,Mitochondria,424
Cytoplasm_RadialDistribution_ZernikeMagnitude_ER_8_4,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,ER,425
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_4_0,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,426
Cytoplasm_RadialDistribution_ZernikeMagnitude_ER_7_3,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,ER,427
Cytoplasm_AreaShape_MajorAxisLength,0.0,Cytoplasm,AreaShape,MajorAxisLength,,428
Nuclei_Texture_Correlation_ER_3_02_256,0.0,Nuclei,Texture,Correlation,ER,429
Nuclei_Intensity_MADIntensity_ER,0.0,Nuclei,Intensity,MADIntensity,ER,430
Cytoplasm_RadialDistribution_MeanFrac_Actin_3of4,0.0,Cytoplasm,RadialDistribution,MeanFrac,Actin,431
Cytoplasm_RadialDistribution_ZernikeMagnitude_Mitochondria_6_0,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Mitochondria,432
Cytoplasm_RadialDistribution_FracAtD_ER_3of4,0.0,Cytoplasm,RadialDistribution,FracAtD,ER,433
Cells_Texture_SumVariance_Hoechst_3_00_256,0.0,Cells,Texture,SumVariance,Hoechst,434
Cells_RadialDistribution_ZernikeMagnitude_Mitochondria_6_6,0.0,Cells,RadialDistribution,ZernikeMagnitude,Mitochondria,435
Cells_RadialDistribution_ZernikeMagnitude_Actin_5_5,0.0,Cells,RadialDistribution,ZernikeMagnitude,Actin,436
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_5_5,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,437
Cells_Correlation_RWC_ER_Hoechst,0.0,Cells,Correlation,RWC,ER,438
Cytoplasm_RadialDistribution_MeanFrac_Actin_2of4,0.0,Cytoplasm,RadialDistribution,MeanFrac,Actin,439
Nuclei_RadialDistribution_ZernikeMagnitude_PM_5_5,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,PM,440
Cytoplasm_Correlation_RWC_PM_ER,0.0,Cytoplasm,Correlation,RWC,PM,441
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_8_4,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,442
Cytoplasm_RadialDistribution_ZernikeMagnitude_Hoechst_2_0,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Hoechst,443
Cytoplasm_Texture_InfoMeas1_ER_3_00_256,0.0,Cytoplasm,Texture,InfoMeas1,ER,444
Cells_Texture_InfoMeas1_Actin_3_02_256,0.0,Cells,Texture,InfoMeas1,Actin,445
Cytoplasm_Intensity_MaxIntensity_PM,0.0,Cytoplasm,Intensity,MaxIntensity,PM,446
Cytoplasm_RadialDistribution_ZernikeMagnitude_Mitochondria_4_2,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Mitochondria,447
Cytoplasm_RadialDistribution_ZernikeMagnitude_Hoechst_6_2,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Hoechst,448
Cytoplasm_Texture_InfoMeas2_Mitochondria_3_00_256,0.0,Cytoplasm,Texture,InfoMeas2,Mitochondria,449
Cytoplasm_RadialDistribution_MeanFrac_ER_1of4,0.0,Cytoplasm,RadialDistribution,MeanFrac,ER,450
