Feature,Coefficient,Compartment,Feature_Type,Measurement,Channel,Rank
Cytoplasm_Texture_Contrast_Mitochondria_3_03_256,0.0,Cytoplasm,Texture,Contrast,Mitochondria,220
Cytoplasm_RadialDistribution_ZernikeMagnitude_Mitochondria_7_5,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Mitochondria,221
Nuclei_AreaShape_Orientation,0.0,Nuclei,AreaShape,Orientation,,222
Cells_RadialDistribution_ZernikeMagnitude_PM_8_6,0.0,Cells,RadialDistribution,ZernikeMagnitude,PM,223
Cytoplasm_RadialDistribution_MeanFrac_Hoechst_2of4,0.0,Cytoplasm,RadialDistribution,MeanFrac,Hoechst,224
Nuclei_RadialDistribution_ZernikeMagnitude_PM_7_1,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,PM,225
Nuclei_Correlation_Overlap_Actin_ER,0.0,Nuclei,Correlation,Overlap,Actin,226
Cells_RadialDistribution_ZernikeMagnitude_Mitochondria_7_7,0.0,Cells,RadialDistribution,ZernikeMagnitude,Mitochondria,227
Nuclei_Texture_Correlation_PM_3_03_256,0.0,Nuclei,Texture,Correlation,PM,228
Cells_AreaShape_Zernike_1_1,0.0,Cells,AreaShape,Zernike,1,229
Cytoplasm_RadialDistribution_ZernikeMagnitude_Mitochondria_8_2,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Mitochondria,230
Nuclei_RadialDistribution_MeanFrac_ER_3of4,0.0,Nuclei,RadialDistribution,MeanFrac,ER,231
Cytoplasm_RadialDistribution_ZernikeMagnitude_ER_5_3,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,ER,232
Nuclei_RadialDistribution_ZernikeMagnitude_ER_9_9,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,ER,233
Cells_RadialDistribution_ZernikeMagnitude_Actin_6_0,0.0,Cells,RadialDistribution,ZernikeMagnitude,Actin,234
Cytoplasm_RadialDistribution_ZernikeMagnitude_Hoechst_8_2,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Hoechst,235
Cytoplasm_RadialDistribution_ZernikeMagnitude_PM_5_1,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,PM,236
Nuclei_Intensity_IntegratedIntensityEdge_Mitochondria,0.0,Nuclei,Intensity,IntegratedIntensityEdge,Mitochondria,237
Cells_RadialDistribution_ZernikeMagnitude_PM_7_1,0.0,Cells,RadialDistribution,ZernikeMagnitude,PM,238
Cytoplasm_Correlation_Correlation_Hoechst_Mitochondria,0.0,Cytoplasm,Correlation,Correlation,Hoechst,239
Cells_Intensity_MaxIntensityEdge_PM,0.0,Cells,Intensity,MaxIntensityEdge,PM,240
Nuclei_RadialDistribution_FracAtD_Hoechst_4of4,0.0,Nuclei,RadialDistribution,FracAtD,Hoechst,241
Cytoplasm_RadialDistribution_FracAtD_ER_1of4,0.0,Cytoplasm,RadialDistribution,FracAtD,ER,242
Cells_Texture_DifferenceVariance_Hoechst_3_01_256,0.0,Cells,Texture,DifferenceVariance,Hoechst,243
Nuclei_Texture_InfoMeas1_Hoechst_3_00_256,0.0,Nuclei,Texture,InfoMeas1,Hoechst,244
Nuclei_Texture_InfoMeas1_ER_3_00_256,0.0,Nuclei,Texture,InfoMeas1,ER,245
Nuclei_Correlation_RWC_ER_Mitochondria,0.0,Nuclei,Correlation,RWC,ER,246
Cytoplasm_RadialDistribution_FracAtD_Mitochondria_4of4,0.0,Cytoplasm,RadialDistribution,FracAtD,Mitochondria,247
Cells_RadialDistribution_RadialCV_Hoechst_3of4,0.0,Cells,RadialDistribution,RadialCV,Hoechst,248
Nuclei_AreaShape_Solidity,0.0,Nuclei,AreaShape,Solidity,,249
Cells_Correlation_RWC_Hoechst_ER,0.0,Cells,Correlation,RWC,Hoechst,250
Nuclei_Correlation_K_ER_PM,0.0,Nuclei,Correlation,K,ER,251
Cytoplasm_RadialDistribution_FracAtD_Mitochondria_3of4,0.0,Cytoplasm,RadialDistribution,FracAtD,Mitochondria,252
Cytoplasm_RadialDistribution_ZernikeMagnitude_Mitochondria_6_2,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Mitochondria,253
Cytoplasm_RadialDistribution_ZernikeMagnitude_Hoechst_9_1,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Hoechst,254
Cells_RadialDistribution_ZernikeMagnitude_PM_7_3,0.0,Cells,RadialDistribution,ZernikeMagnitude,PM,255
Cytoplasm_RadialDistribution_ZernikeMagnitude_Mitochondria_1_1,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Mitochondria,256
Nuclei_RadialDistribution_RadialCV_PM_3of4,0.0,Nuclei,RadialDistribution,RadialCV,PM,257
Cytoplasm_RadialDistribution_RadialCV_PM_1of4,0.0,Cytoplasm,RadialDistribution,RadialCV,PM,258
Cells_RadialDistribution_MeanFrac_PM_3of4,0.0,Cells,RadialDistribution,MeanFrac,PM,259
Nuclei_Texture_Correlation_Hoechst_3_03_256,0.0,Nuclei,Texture,Correlation,Hoechst,260
Cells_Granularity_2_PM,0.0,Cells,Granularity,2,PM,261
Cells_Correlation_RWC_Mitochondria_ER,0.0,Cells,Correlation,RWC,Mitochondria,262
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_4_4,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,263
Nuclei_Correlation_K_PM_Actin,0.0,Nuclei,Correlation,K,PM,264
Nuclei_Correlation_RWC_ER_PM,0.0,Nuclei,Correlation,RWC,ER,265
Cytoplasm_RadialDistribution_ZernikeMagnitude_ER_3_1,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,ER,266
Nuclei_Correlation_RWC_ER_Actin,0.0,Nuclei,Correlation,RWC,ER,267
Cytoplasm_Correlation_RWC_Actin_Mitochondria,0.0,Cytoplasm,Correlation,RWC,Actin,268
Nuclei_RadialDistribution_ZernikeMagnitude_PM_8_4,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,PM,269
Cytoplasm_Texture_DifferenceEntropy_Mitochondria_3_01_256,0.0,Cytoplasm,Texture,DifferenceEntropy,Mitochondria,270
Cells_RadialDistribution_ZernikeMagnitude_Hoechst_9_1,0.0,Cells,RadialDistribution,ZernikeMagnitude,Hoechst,271
Cells_RadialDistribution_ZernikeMagnitude_ER_9_5,0.0,Cells,RadialDistribution,ZernikeMagnitude,ER,272
Cells_Intensity_IntegratedIntensity_Hoechst,0.0,Cells,Intensity,IntegratedIntensity,Hoechst,273
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_9_9,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,274
Cells_RadialDistribution_ZernikeMagnitude_PM_9_7,0.0,Cells,RadialDistribution,ZernikeMagnitude,PM,275
Cytoplasm_RadialDistribution_ZernikeMagnitude_Actin_6_0,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Actin,276
Cytoplasm_RadialDistribution_ZernikeMagnitude_ER_5_1,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,ER,277
Cytoplasm_Texture_Correlation_PM_3_01_256,0.0,Cytoplasm,Texture,Correlation,PM,278
Cytoplasm_Intensity_IntegratedIntensity_PM,0.0,Cytoplasm,Intensity,IntegratedIntensity,PM,279
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_7_3,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,280
Cells_Texture_Correlation_Hoechst_3_00_256,0.0,Cells,Texture,Correlation,Hoechst,281
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_4_0,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,282
Cells_RadialDistribution_ZernikeMagnitude_PM_4_0,0.0,Cells,RadialDistribution,ZernikeMagnitude,PM,283
Cytoplasm_Correlation_Correlation_Mitochondria_PM,0.0,Cytoplasm,Correlation,Correlation,Mitochondria,284
Cytoplasm_RadialDistribution_ZernikeMagnitude_Hoechst_3_1,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Hoechst,285
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_8_8,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,286
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_6_4,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,287
Cells_Granularity_2_Hoechst,0.0,Cells,Granularity,2,Hoechst,288
Cells_Correlation_RWC_PM_ER,0.0,Cells,Correlation,RWC,PM,289
Nuclei_Correlation_Overlap_Hoechst_PM,0.0,Nuclei,Correlation,Overlap,Hoechst,290
Cytoplasm_RadialDistribution_ZernikeMagnitude_Mitochondria_6_0,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Mitochondria,291
Nuclei_AreaShape_Zernike_8_6,0.0,Nuclei,AreaShape,Zernike,8,292
Cells_AreaShape_FormFactor,0.0,Cells,AreaShape,FormFactor,,293
Cells_RadialDistribution_ZernikeMagnitude_PM_5_1,0.0,Cells,RadialDistribution,ZernikeMagnitude,PM,294
Cytoplasm_RadialDistribution_ZernikeMagnitude_ER_6_0,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,ER,295
Nuclei_Granularity_2_Hoechst,0.0,Nuclei,Granularity,2,Hoechst,296
Cytoplasm_RadialDistribution_MeanFrac_Actin_4of4,0.0,Cytoplasm,RadialDistribution,MeanFrac,Actin,297
Cells_RadialDistribution_FracAtD_Mitochondria_1of4,0.0,Cells,RadialDistribution,FracAtD,Mitochondria,298
Cytoplasm_Granularity_2_ER,0.0,Cytoplasm,Granularity,2,ER,299
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_8_0,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,300
Nuclei_RadialDistribution_MeanFrac_Actin_4of4,0.0,Nuclei,RadialDistribution,MeanFrac,Actin,301
Nuclei_RadialDistribution_RadialCV_ER_2of4,0.0,Nuclei,RadialDistribution,RadialCV,ER,302
Cells_Correlation_Correlation_ER_Hoechst,0.0,Cells,Correlation,Correlation,ER,303
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_7_5,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,304
Cells_Intensity_MADIntensity_Hoechst,0.0,Cells,Intensity,MADIntensity,Hoechst,305
Cytoplasm_RadialDistribution_ZernikeMagnitude_PM_8_4,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,PM,306
Cytoplasm_Texture_InfoMeas2_Mitochondria_3_03_256,0.0,Cytoplasm,Texture,InfoMeas2,Mitochondria,307
Cytoplasm_RadialDistribution_ZernikeMagnitude_PM_4_2,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,PM,308
Cytoplasm_Intensity_IntegratedIntensityEdge_Hoechst,0.0,Cytoplasm,Intensity,IntegratedIntensityEdge,Hoechst,309
Cytoplasm_Texture_Contrast_Mitochondria_3_02_256,0.0,Cytoplasm,Texture,Contrast,Mitochondria,310
Cytoplasm_RadialDistribution_RadialCV_ER_2of4,0.0,Cytoplasm,RadialDistribution,RadialCV,ER,311
Cells_RadialDistribution_RadialCV_ER_3of4,0.0,Cells,RadialDistribution,RadialCV,ER,312
Cells_RadialDistribution_MeanFrac_Actin_1of4,0.0,Cells,RadialDistribution,MeanFrac,Actin,313
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_4_4,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,314
Nuclei_AreaShape_Zernike_3_1,0.0,Nuclei,AreaShape,Zernike,3,315
Nuclei_RadialDistribution_ZernikeMagnitude_PM_6_0,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,PM,316
Nuclei_RadialDistribution_ZernikeMagnitude_PM_8_0,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,PM,317
Cells_RadialDistribution_RadialCV_ER_4of4,0.0,Cells,RadialDistribution,RadialCV,ER,318
Cells_RadialDistribution_MeanFrac_PM_4of4,0.0,Cells,RadialDistribution,MeanFrac,PM,319
Cytoplasm_RadialDistribution_MeanFrac_Mitochondria_3of4,0.0,Cytoplasm,RadialDistribution,MeanFrac,Mitochondria,320
Cytoplasm_Intensity_MaxIntensityEdge_Mitochondria,0.0,Cytoplasm,Intensity,MaxIntensityEdge,Mitochondria,321
Nuclei_Correlation_RWC_Actin_ER,0.0,Nuclei,Correlation,RWC,Actin,322
Cells_Texture_Correlation_Hoechst_3_03_256,0.0,Cells,Texture,Correlation,Hoechst,323
Cells_Texture_InfoMeas1_Actin_3_02_256,0.0,Cells,Texture,InfoMeas1,Actin,324
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_3_1,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,325
Cytoplasm_RadialDistribution_MeanFrac_ER_3of4,0.0,Cytoplasm,RadialDistribution,MeanFrac,ER,326
Nuclei_Texture_InverseDifferenceMoment_Mitochondria_3_00_256,0.0,Nuclei,Texture,InverseDifferenceMoment,Mitochondria,327
Cells_Correlation_Correlation_ER_PM,0.0,Cells,Correlation,Correlation,ER,328
Cytoplasm_RadialDistribution_MeanFrac_Actin_1of4,0.0,Cytoplasm,RadialDistribution,MeanFrac,Actin,329
Cells_Correlation_Correlation_Actin_PM,0.0,Cells,Correlation,Correlation,Actin,330
Cells_RadialDistribution_MeanFrac_Hoechst_2of4,0.0,Cells,RadialDistribution,MeanFrac,Hoechst,331
Cytoplasm_RadialDistribution_RadialCV_Mitochondria_2of4,0.0,Cytoplasm,RadialDistribution,RadialCV,Mitochondria,332
Cells_RadialDistribution_RadialCV_Mitochondria_2of4,0.0,Cells,RadialDistribution,RadialCV,Mitochondria,333
Nuclei_RadialDistribution_ZernikeMagnitude_ER_7_1,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,ER,334
Cytoplasm_RadialDistribution_ZernikeMagnitude_Hoechst_9_7,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Hoechst,335
Cells_Texture_InfoMeas2_PM_3_01_256,0.0,Cells,Texture,InfoMeas2,PM,336
Nuclei_Texture_Entropy_ER_3_01_256,0.0,Nuclei,Texture,Entropy,ER,337
Cytoplasm_RadialDistribution_ZernikeMagnitude_Mitochondria_2_2,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Mitochondria,338
Cytoplasm_RadialDistribution_ZernikeMagnitude_Mitochondria_3_3,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Mitochondria,339
Cells_RadialDistribution_ZernikeMagnitude_Hoechst_7_1,0.0,Cells,RadialDistribution,ZernikeMagnitude,Hoechst,340
Nuclei_RadialDistribution_ZernikeMagnitude_PM_8_6,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,PM,341
Cytoplasm_RadialDistribution_ZernikeMagnitude_Mitochondria_7_3,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Mitochondria,342
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_8_6,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,343
Cytoplasm_Texture_DifferenceEntropy_Mitochondria_3_03_256,0.0,Cytoplasm,Texture,DifferenceEntropy,Mitochondria,344
Nuclei_Texture_InverseDifferenceMoment_PM_3_00_256,0.0,Nuclei,Texture,InverseDifferenceMoment,PM,345
Nuclei_Correlation_Overlap_Actin_Hoechst,0.0,Nuclei,Correlation,Overlap,Actin,346
Cytoplasm_Intensity_MaxIntensityEdge_Actin,0.0,Cytoplasm,Intensity,MaxIntensityEdge,Actin,347
Cytoplasm_RadialDistribution_MeanFrac_PM_1of4,0.0,Cytoplasm,RadialDistribution,MeanFrac,PM,348
Cytoplasm_Texture_AngularSecondMoment_Hoechst_3_02_256,0.0,Cytoplasm,Texture,AngularSecondMoment,Hoechst,349
Nuclei_AreaShape_Compactness,0.0,Nuclei,AreaShape,Compactness,,350
Cytoplasm_Texture_Contrast_ER_3_01_256,0.0,Cytoplasm,Texture,Contrast,ER,351
Nuclei_Neighbors_FirstClosestDistance_Adjacent,0.0,Nuclei,Neighbors,FirstClosestDistance,Adjacent,352
Cells_Correlation_RWC_Mitochondria_Hoechst,0.0,Cells,Correlation,RWC,Mitochondria,353
Nuclei_Texture_AngularSecondMoment_PM_3_03_256,0.0,Nuclei,Texture,AngularSecondMoment,PM,354
Nuclei_Texture_InfoMeas2_ER_3_00_256,0.0,Nuclei,Texture,InfoMeas2,ER,355
Cytoplasm_Texture_Correlation_Hoechst_3_01_256,0.0,Cytoplasm,Texture,Correlation,Hoechst,356
Cells_RadialDistribution_ZernikeMagnitude_PM_8_4,0.0,Cells,RadialDistribution,ZernikeMagnitude,PM,357
Cytoplasm_Texture_Contrast_ER_3_03_256,0.0,Cytoplasm,Texture,Contrast,ER,358
Cytoplasm_RadialDistribution_RadialCV_Hoechst_2of4,0.0,Cytoplasm,RadialDistribution,RadialCV,Hoechst,359
Cells_Texture_Correlation_Hoechst_3_02_256,0.0,Cells,Texture,Correlation,Hoechst,360
Nuclei_RadialDistribution_ZernikeMagnitude_ER_6_6,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,ER,361
Cytoplasm_RadialDistribution_ZernikeMagnitude_PM_2_2,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,PM,362
Nuclei_Correlation_Correlation_Mitochondria_PM,0.0,Nuclei,Correlation,Correlation,Mitochondria,363
Cells_Intensity_MaxIntensity_Hoechst,0.0,Cells,Intensity,MaxIntensity,Hoechst,364
Cells_RadialDistribution_ZernikeMagnitude_PM_6_0,0.0,Cells,RadialDistribution,ZernikeMagnitude,PM,365
Nuclei_RadialDistribution_ZernikeMagnitude_ER_1_1,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,ER,366
Cytoplasm_RadialDistribution_FracAtD_PM_1of4,0.0,Cytoplasm,RadialDistribution,FracAtD,PM,367
Nuclei_RadialDistribution_FracAtD_Hoechst_1of4,0.0,Nuclei,RadialDistribution,FracAtD,Hoechst,368
Cells_RadialDistribution_ZernikeMagnitude_PM_6_4,0.0,Cells,RadialDistribution,ZernikeMagnitude,PM,369
Nuclei_Intensity_MinIntensity_PM,0.0,Nuclei,Intensity,MinIntensity,PM,370
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_9_5,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,371
Nuclei_Intensity_IntegratedIntensityEdge_Hoechst,0.0,Nuclei,Intensity,IntegratedIntensityEdge,Hoechst,372
Cytoplasm_RadialDistribution_ZernikeMagnitude_Actin_9_1,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Actin,373
Cytoplasm_RadialDistribution_ZernikeMagnitude_PM_8_2,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,PM,374
Nuclei_Correlation_Correlation_Actin_Hoechst,0.0,Nuclei,Correlation,Correlation,Actin,375
Cytoplasm_RadialDistribution_ZernikeMagnitude_PM_5_5,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,PM,376
Cells_RadialDistribution_ZernikeMagnitude_Mitochondria_5_5,0.0,Cells,RadialDistribution,ZernikeMagnitude,Mitochondria,377
Cytoplasm_AreaShape_Zernike_2_0,0.0,Cytoplasm,AreaShape,Zernike,2,378
Nuclei_Texture_Correlation_Mitochondria_3_03_256,0.0,Nuclei,Texture,Correlation,Mitochondria,379
Nuclei_Intensity_MedianIntensity_Hoechst,0.0,Nuclei,Intensity,MedianIntensity,Hoechst,380
Cytoplasm_Texture_SumEntropy_Hoechst_3_02_256,0.0,Cytoplasm,Texture,SumEntropy,Hoechst,381
Cytoplasm_Correlation_RWC_ER_Mitochondria,0.0,Cytoplasm,Correlation,RWC,ER,382
Nuclei_RadialDistribution_ZernikeMagnitude_ER_6_4,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,ER,383
Cells_RadialDistribution_ZernikeMagnitude_Mitochondria_4_4,0.0,Cells,RadialDistribution,ZernikeMagnitude,Mitochondria,384
Cytoplasm_RadialDistribution_ZernikeMagnitude_Actin_7_1,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Actin,385
Cells_RadialDistribution_FracAtD_Actin_3of4,0.0,Cells,RadialDistribution,FracAtD,Actin,386
Cells_RadialDistribution_RadialCV_Actin_1of4,0.0,Cells,RadialDistribution,RadialCV,Actin,387
Cells_AreaShape_Zernike_7_7,0.0,Cells,AreaShape,Zernike,7,388
Cytoplasm_RadialDistribution_ZernikeMagnitude_Hoechst_9_5,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Hoechst,389
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_5_5,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,390
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_3_3,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,391
Cytoplasm_RadialDistribution_ZernikeMagnitude_Hoechst_8_0,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Hoechst,392
Cells_Texture_Contrast_Hoechst_3_02_256,0.0,Cells,Texture,Contrast,Hoechst,393
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_8_2,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,394
Cells_RadialDistribution_ZernikeMagnitude_Mitochondria_8_8,0.0,Cells,RadialDistribution,ZernikeMagnitude,Mitochondria,395
Nuclei_Intensity_IntegratedIntensity_Mitochondria,0.0,Nuclei,Intensity,IntegratedIntensity,Mitochondria,396
Nuclei_Correlation_RWC_Actin_Mitochondria,0.0,Nuclei,Correlation,RWC,Actin,397
Cytoplasm_RadialDistribution_ZernikeMagnitude_ER_7_5,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,ER,398
Nuclei_RadialDistribution_MeanFrac_ER_1of4,0.0,Nuclei,RadialDistribution,MeanFrac,ER,399
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_2_2,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,400
Cytoplasm_Texture_InfoMeas2_ER_3_00_256,0.0,Cytoplasm,Texture,InfoMeas2,ER,401
Nuclei_Correlation_Overlap_ER_PM,0.0,Nuclei,Correlation,Overlap,ER,402
Cells_RadialDistribution_ZernikeMagnitude_Actin_6_4,0.0,Cells,RadialDistribution,ZernikeMagnitude,Actin,403
Cytoplasm_Texture_DifferenceEntropy_ER_3_02_256,0.0,Cytoplasm,Texture,DifferenceEntropy,ER,404
Nuclei_RadialDistribution_ZernikeMagnitude_PM_7_5,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,PM,405
Cytoplasm_RadialDistribution_ZernikeMagnitude_ER_7_1,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,ER,406
Cytoplasm_Intensity_MassDisplacement_Mitochondria,0.0,Cytoplasm,Intensity,MassDisplacement,Mitochondria,407
Nuclei_Texture_InfoMeas2_Mitochondria_3_02_256,0.0,Nuclei,Texture,InfoMeas2,Mitochondria,408
Cells_RadialDistribution_ZernikeMagnitude_Actin_8_4,0.0,Cells,RadialDistribution,ZernikeMagnitude,Actin,409
Cytoplasm_RadialDistribution_ZernikeMagnitude_Mitochondria_6_4,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Mitochondria,410
Nuclei_AreaShape_Zernike_2_2,0.0,Nuclei,AreaShape,Zernike,2,411
Nuclei_Texture_InfoMeas1_Mitochondria_3_00_256,0.0,Nuclei,Texture,InfoMeas1,Mitochondria,412
Cytoplasm_AreaShape_Zernike_9_1,0.0,Cytoplasm,AreaShape,Zernike,9,413
Nuclei_RadialDistribution_MeanFrac_Hoechst_1of4,0.0,Nuclei,RadialDistribution,MeanFrac,Hoechst,414
Cytoplasm_Texture_Correlation_Mitochondria_3_01_256,0.0,Cytoplasm,Texture,Correlation,Mitochondria,415
Nuclei_RadialDistribution_ZernikeMagnitude_Hoechst_9_9,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Hoechst,416
Cells_RadialDistribution_ZernikeMagnitude_ER_8_2,0.0,Cells,RadialDistribution,ZernikeMagnitude,ER,417
Cells_RadialDistribution_ZernikeMagnitude_Mitochondria_8_0,0.0,Cells,RadialDistribution,ZernikeMagnitude,Mitochondria,418
Nuclei_Correlation_Correlation_ER_PM,0.0,Nuclei,Correlation,Correlation,ER,419
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_2_0,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,420
Nuclei_RadialDistribution_ZernikeMagnitude_PM_7_3,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,PM,421
Nuclei_Correlation_RWC_Hoechst_Mitochondria,0.0,Nuclei,Correlation,RWC,Hoechst,422
Nuclei_RadialDistribution_RadialCV_ER_1of4,0.0,Nuclei,RadialDistribution,RadialCV,ER,423
Cytoplasm_AreaShape_Zernike_8_4,0.0,Cytoplasm,AreaShape,Zernike,8,424
Cytoplasm_Texture_Contrast_Hoechst_3_01_256,0.0,Cytoplasm,Texture,Contrast,Hoechst,425
Nuclei_RadialDistribution_ZernikeMagnitude_Mitochondria_9_1,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Mitochondria,426
Cytoplasm_RadialDistribution_ZernikeMagnitude_PM_9_7,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,PM,427
Cytoplasm_Texture_DifferenceVariance_PM_3_00_256,0.0,Cytoplasm,Texture,DifferenceVariance,PM,428
Cytoplasm_Intensity_StdIntensityEdge_PM,0.0,Cytoplasm,Intensity,StdIntensityEdge,PM,429
Cytoplasm_RadialDistribution_ZernikeMagnitude_Actin_8_2,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Actin,430
Cells_Correlation_RWC_ER_Hoechst,0.0,Cells,Correlation,RWC,ER,431
Nuclei_RadialDistribution_ZernikeMagnitude_ER_5_1,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,ER,432
Nuclei_Texture_DifferenceVariance_ER_3_01_256,0.0,Nuclei,Texture,DifferenceVariance,ER,433
Nuclei_RadialDistribution_ZernikeMagnitude_Actin_8_2,0.0,Nuclei,RadialDistribution,ZernikeMagnitude,Actin,434
Cells_Intensity_MaxIntensityEdge_ER,0.0,Cells,Intensity,MaxIntensityEdge,ER,435
Cells_Texture_InfoMeas2_Hoechst_3_02_256,0.0,Cells,Texture,InfoMeas2,Hoechst,436
Cytoplasm_AreaShape_Zernike_6_0,0.0,Cytoplasm,AreaShape,Zernike,6,437
Cytoplasm_RadialDistribution_ZernikeMagnitude_Hoechst_6_0,0.0,Cytoplasm,RadialDistribution,ZernikeMagnitude,Hoechst,438
Cytoplasm_Intensity_StdIntensityEdge_Mitochondria,0.0,Cytoplasm,Intensity,StdIntensityEdge,Mitochondria,439
Nuclei_RadialDistribution_RadialCV_ER_3of4,0.0,Nuclei,RadialDistribution,RadialCV,ER,440
Cytoplasm_RadialDistribution_MeanFrac_Actin_2of4,0.0,Cytoplasm,RadialDistribution,MeanFrac,Actin,441
Cytoplasm_RadialDistribution_RadialCV_PM_3of4,0.0,Cytoplasm,RadialDistribution,RadialCV,PM,442
Nuclei_RadialDistribution_FracAtD_ER_4of4,0.0,Nuclei,RadialDistribution,FracAtD,ER,443
Cells_RadialDistribution_ZernikeMagnitude_Mitochondria_9_3,0.0,Cells,RadialDistribution,ZernikeMagnitude,Mitochondria,444
Nuclei_Correlation_Overlap_Mitochondria_PM,0.0,Nuclei,Correlation,Overlap,Mitochondria,445
Nuclei_Texture_InfoMeas1_PM_3_02_256,0.0,Nuclei,Texture,InfoMeas1,PM,446
Cells_RadialDistribution_RadialCV_PM_2of4,0.0,Cells,RadialDistribution,RadialCV,PM,447
Cytoplasm_Intensity_MaxIntensityEdge_PM,0.0,Cytoplasm,Intensity,MaxIntensityEdge,PM,448
Cytoplasm_Texture_SumVariance_ER_3_01_256,0.0,Cytoplasm,Texture,SumVariance,ER,449
